2,4-ດີອີເອສ	2,4-滴乙基硫酸钠
ເຄື່ອງຫມາຍໃຫຍ່ກວ່າ	大于符号
ເຄື່ອງຫມາຍໃຫຍ່ກວ່າຫຼືເທົ່າກັບ	大于等于号
ເຄື່ອງຫມາຍໃຫຍ່ກວ່າຫຼືເທົ່າກັບ	大于等于符号
ເຄື່ອງຫວ່ານເມັດ	做畦机
ເຄື່ອງຫວ່ານເມັດ	播种机
ເຄື່ອງຫວ່ານເມັດ	播种设备
ເຄື່ອງຫວ່ານເມັດ	盆栽机
ເຄື່ອງຫວ່ານເມັດ	耕种机具
ເຄື່ອງຫອມແຫ້ງ	香辛料
ເຄື່ອງຫຼິ້ນແຜ່ນດິສບັນທຶກ	播放机
ເຄື່ອງຫຼິ້ນແຜ່ນດິສບັນທຶກ	光盘播放机
ເຄື່ອງອະເນກປະສົງ	多用途设备
ເຄື່ອງອັດ	镇压器
ເຄື່ອງອັດເຟືອງ	压捆机
ເຄື່ອງອົບແຫ້ງ	干燥装置
ເຄື່ອງອ່ານແຜ່ນດິສບັນທຶກຢ່າງດຽວ	光盘只读存储器
ເຄື່ອງອ່ານແຜ່ນດິສບັນທຶກຢ່າງດຽວ	唯读光碟机
ເຄື່ອງອ່ານແຜ່ນດິສແກັດ	软碟机
ເຄື່ອງອ່ານແຜ່ນດິສແກັດ	软盘驱动器
ເຄື່ອງຮອງພື້ນ	做畦机
ເຄື່ອງຮອງພື້ນ	播种机
ເຄື່ອງຮອງພື້ນ	播种设备
ເຄື່ອງຮອງພື້ນ	盆栽机
ເຄື່ອງຮອງພື້ນ	耕种机具
ເຄື່ອງຮັບສົ່ງສັນຍານ	传感器
ເຄື່ອງຮັບສົ່ງສັນຍານຊີວະພາບ	生物传感器
ເຄື່ອງຮີດນົມ	挤奶机
ເຄື່ອງເກັບກ່ຽວ	收割机
ເຄື່ອງເກັບກ່ຽວພືດຜັກ	蔬菜采收机
ເຄື່ອງເກັບກ່ຽວພືດຫົວ	块根作物收获机
ເຄື່ອງເລັ່ງປະຕິກິຣິຍາເຄມີຊີວະ	保费姆
ເຄື່ອງເລັ່ງປະຕິກິຣິຍາເຄມີຊີວະ	光学生物反应器
ເຄື່ອງເລັ່ງປະຕິກິຣິຍາເຄມີຊີວະ	流化床反应器
ເຄື່ອງເລັ່ງປະຕິກິຣິຍາເຄມີຊີວະ	生化反应器
ເຄື່ອງເລັ່ງປະຕິກິຣິຍາເຄມີຊີວະ	生化培养箱
ເຄື່ອງເລັ່ງປະຕິກິຣິຍາເຄມີຊີວະ	生物反应器
ເຄື່ອງເລັ່ງປະຕິກິຣິຍາເຄມີຊີວະ	生物膜反应器
ເຄື່ອງເສັຽຫຍ້າ	除草机
ເຄື່ອງເສັຽຫຍ້າ	除草机械
ເຄື່ອງເສັຽຫຍ້າ	除草锄
ເຄື່ອງເຮັດສຽງດັງ	人造鹰
ເຄື່ອງເຮັດສຽງດັງ	惊鸟剂
ເຄື່ອງເຮັດສຽງດັງ	惊鸟器
ເຄື່ອງເຮັດສຽງດັງ	稻草人
ເຄື່ອງແຈກອາຫານສັດແຫຼວ	液态饲料分送器
ເຄື່ອງແຍກແມ່ແປ້ງ	酶反应器
ເຄື່ອງແທກການສຸກຂອງມາກໄມ້	嫩度测定计
ເຄື່ອງແທກການສຸກຂອງມາກໄມ້	成熟测定计
ເຄື່ອງແທກການສຸກຂອງມາກໄມ້	拉伸强度试验机
ເຄື່ອງແທກການສຸກຂອງມາກໄມ້	黏稠测定仪
ເຄື່ອງແທກຄວາມອ່ອນນຸ້ມ	嫩度测定计
ເຄື່ອງແທກຄວາມອ່ອນນຸ້ມ	成熟测定计
ເຄື່ອງແທກຄວາມອ່ອນນຸ້ມ	拉伸强度试验机
ເຄື່ອງແທກຄວາມອ່ອນນຸ້ມ	黏稠测定仪
ເຄື່ອງແບບຢອດຫຼຽນ	自动售货机
ເຄື່ອງໃຊ້	器具
ເຄື່ອງໃຊ້	器械
ເຄື່ອງໃຊ້	器皿
ເຄື່ອງໃຊ້	工具
ເຄື່ອງໃຊ້	机械
ເຄື່ອງໃຊ້	用具
ເຄື່ອງໃຊ້	装置
ເຄື່ອງໃຊ້	设备
ເຄື່ອງໃຫ້ປຸ໋ຍແກສແຫຼວ	液化气体施肥机
ເຄື່ອງໃຫ້ປຸ໋ຍແຫຼວ	液肥洒施机
ເຄື່ອງໄຊ້	器具
ເຄື່ອງໄຊ້	器械
ເຄື່ອງໄຊ້	器皿
ເຄື່ອງໄຊ້	工具
ເຄື່ອງໄຊ້	机械
ເຄື່ອງໄຊ້	用具
ເຄື່ອງໄຊ້	装置
ເຄື່ອງໄຊ້	设备
ເຄື່ອງໄລ່ນົກ	人造鹰
ເຄື່ອງໄລ່ນົກ	惊鸟剂
ເຄື່ອງໄລ່ນົກ	惊鸟器
ເຄື່ອງໄລ່ນົກ	稻草人
ເຄື່ອງໝາຍ	纹章
ເຄື່ອງໝາຍການຄ້າ	商标
ເຄື່ອງໝາຍການຄ້າ	商标符号
ເຄື່ອງໝາຍບວກ	加号
ເຄື່ອງໝາຍບວກ	加法运算子
ເຄື່ອງໝາຍລົບ	减号
ເຄື່ອງໝາຍຫານ	正斜线
ເຄື່ອງໝາຍຫານ	除号
ເຄື່ອນຍ້າຍເທື່ອລະເມັດ	来电震动
ເຄື່ອນຍ້າຍເທື່ອລະເມັດ	微移
ເຄື່ອນຍ້າຍເທື່ອລະເມັດ	微调
ເຄື່ອນຍ້າຍເທື່ອລະເມັດ	闪屏振动
ເຄົາ	胡子
ເຄົາ	胡须
ເຄົ້າ	夜猫子
ເຄົ້າ	枭鸟
ເຄົ້າ	猫头鹰
ເຄົ້າ	角鸱
ເຄົ້າ	鸮
ເຄົ້າ	鸱鸮
ເຄົ້າ	鸱鸺
ເຄົ້າ	鸺鹠
ເຄົ້າຂອງກຸ່ມ	根目录
ເງາະ	红毛丹
ເງາະ	韶子
ເງິນ	白银
ເງິນ	货币
ເງິນ	金钱
ເງິນ	银
ເງິນ	钱
ເງິນກູ້ຢືມ	放款
ເງິນກູ້ຢືມຂອງລັດ	公债
ເງິນກູ້ຢືມທະນາຄານ	银行贷款
ເງິນກູ້ຢືມລະຫວ່າງປະເທດ	国际贷款
ເງິນກູ້ຢືມສ່ວນບຸກຄົນ	私人借款
ເງິນຊົດເຊີຍ	补偿额
ເງິນຊົດເຊີຍກ່ອນເລີກຈ້າງ	解职津贴
ເງິນຊ່ວຍເຫຼືອ	补助金
ເງິນຊ່ວຍເຫຼືອຄອບຄົວ	家庭补贴
ເງິນຊ່ວຍເຫຼືອເພື່ອການສຶກສາ	教育补助
ເງິນຕາ	硬币
ເງິນຕາ	货币
ເງິນຕາ	通货
ເງິນຕາ	铜钱
ເງິນຕາຕ່າງປະເທດ	货币
ເງິນສົດ	现款
ເງິນສົດ	现金
ເງິນສົດ	现钱
ເງິນອຸດຫນູນ	补贴
ເງິນອຸດຫນູນການສົ່ງອອກ	出口补贴
ເງິນເຈັ້ຽ	庄票
ເງິນເຈັ້ຽ	纸币
ເງິນເຈັ້ຽ	钞票
ເງິນເຟີ້	通货膨胀
ເງຶ້ອມມື	拳头
ເງື່ອນໄຂ	条件
ເງື່ອນໄຂການເຮັດວຽກ	工作条件
ເງື່ອນໄຂຄວາມເປັນເຈົ້າຂອງ	房地产所有权
ເງື່ອນໄຂຄວາມເປັນເຈົ້າຂອງ	所有制
ເງື່ອນໄຂຄວາມເປັນເຈົ້າຂອງ	所有权状况
ເງື່ອນໄຂຄໍາສັ່ງ	查询
ເງື່ອນໄຂທາງບັນຍາກາດ	大气条件
ເງື່ອນໄຂທາງບັນຍາກາດ	气象因素
ເງື່ອນໄຂທາງບັນຍາກາດ	气象要素
ເງື່ອນໄຂທາງເສດຖະກິດ	经济情况
ເງື່ອນໄຂທາງເສດຖະກິດ	经济方面
ເງື່ອນໄຂທາງເສດຖະກິດ	经济状况
ເງື່ອນໄຂທາງເສດຖະກິດ	经济结果
ເງື່ອນໄຂທາງເສດຖະກິດ	经济表现
ເງື່ອນໄຂພືດ	植物健康状况
ເງື່ອນໄຂສະພາບແວດລ້ອມ	周围环境
ເງື່ອນໄຂສະພາບແວດລ້ອມ	环境因素
ເງື່ອນໄຂສະພາບແວດລ້ອມ	环境条件
ເງື່ອນໄຂອະນຸຍາດນໍາໃຊ້	授权条款
ເງື່ອນໄຂອະນຸຍາດນໍາໃຊ້	许可条款
ເງື່ອນໄຂອ້ອມຕົວ	周围环境
ເງື່ອນໄຂອ້ອມຕົວ	环境因素
ເງື່ອນໄຂອ້ອມຕົວ	环境条件
ເງື່ອນໄຊການດໍາລົງຊີວິດ	生活条件
ເງື່ອນໄຊການດໍາລົງຊີວິດ	生活标准
ເງື່ອນໄຊການດໍາລົງຊີວິດ	生活费
ເງື່ອນໄຊການດໍາລົງຊີວິດ	繁荣
ເງົາ	阴影
ເຈຍ	仙鼠
ເຈຍ	伏翼
ເຈຍ	吸血蝠
ເຈຍ	吸血蝠属
ເຈຍ	夜燕
ເຈຍ	服翼
ເຈຍ	翼手目
ເຈຍ	蝙蝠
ເຈຍ	飞鼠
ເຈຍ	飞狐
ເຈຍກິນຫມາກໄມ້	吸血蝠
ເຈຍກິນຫມາກໄມ້	吸血蝠属
ເຈຍກິນຫມາກໄມ້	翼手目
ເຈຍກິນຫມາກໄມ້	蝙蝠
ເຈຍກິນຫມາກໄມ້	飞狐
ເຈຍກິນເລືອດ	吸血蝠
ເຈຍກິນເລືອດ	吸血蝠属
ເຈຍກິນເລືອດ	翼手目
ເຈຍກິນເລືອດ	蝙蝠
ເຈຍກິນເລືອດ	飞狐
ເຈຍໃຫ່ຍ	吸血蝠
ເຈຍໃຫ່ຍ	吸血蝠属
ເຈຍໃຫ່ຍ	翼手目
ເຈຍໃຫ່ຍ	蝙蝠
ເຈຍໃຫ່ຍ	飞狐
ເຈດີ	塔
ເຈດີ	宝塔
ເຈັດ	七
ເຈັດ	柒
ເຈັດສິບ	七十
ເຈັນທາໄມຊິນ	庆大霉素
ເຈັບ	疼
ເຈັບ	病
ເຈັບ	痛
ເຈັ້ຍ	纸
ເຈັ້ຍຕອງ	膜过滤
ເຈີຈຽງ	浙江
ເຈີຣານີອອລ	牻牛儿醇
ເຈົ້າ	你
ເຈົ້າ	你们
ເຈົ້າຂອງດິນທີ່ບໍ່ຢູ່ໃນດິນຂອງຕົນ	遥有制地主
ເຈົ້າຂອງທີ່ດິນ	土地所有者
ເຈົ້າຊາຍ	王子
ເຈົ້າຊາຍ	皇子
ເຈົ້າຊື່ຫຍັງ	你叫什么名字
ເຈົ້າຊື່ຫຍັງ	你怎么称呼
ເຈົ້າຊື່ຫຍັງ	您贵姓
ເຈົ້າຍິງ	公主
ເຈົ້າຍິງ	王妃
ເຈົ້າທີ່ດິນ	土地所有者
ເຈົ້າທີ່ດິນ	地主
ເຈົ້າບ່າວ	新郎
ເຈົ້າບ່າວ	未婚夫
ເຈົ້າປາກພາສາອັງກິດໄດ້ບໍ່	你会说英语吗
ເຈົ້າມາແຕ່ໃສ	你从哪里来的?
ເຈົ້າມາແຕ່ໃສ	你是哪里人?
ເຈົ້າສາວ	新妇
ເຈົ້າສາວ	新娘
ເຈ້ຍ	纸
ເຈ້ຍຕາ	目镜
ເຈ້ຍຕາ	眼睑
ເຈ້ຍຕາ	眼睛
ເຈ້ຍຕາ	瞬膜
ເຈ້ຍຕາ	瞳孔
ເຈ້ຍຕາ	结膜
ເຈ້ຍຕາ	视网膜
ເຈ້ຍຕາ	角膜
ເຈ້ຍຫນັງສືພີມ	新闻纸
ເຈ້ຍຫຸ້ມ	膜
ເຈ້ຍຫຸ້ມຈຸລັງ	细胞膜
ເຈ້ຍຫຸ້ມຊັ້ນນອກສຸດຂອງອອກແອກສັນຫຼັງ	硬脑膜
ເຈ້ຍຫຸ້ມຊັ້ນນອກສຸດຂອງອອກແອກສັນຫຼັງ	脑膜
ເຈ້ຍຫຸ້ມຊັ້ນນອກສຸດຂອງອອກແອກສັນຫຼັງ	软脑膜
ເຈ້ຍຫຸ້ມປລະສະມາ	原生质膜
ເຈ້ຍຫຸ້ມປລະສະມາ	细胞膜
ເຈ້ຍຫຸ້ມປລະສະມາ	质膜
ເຈ້ຍຫຸ້ມມົດລູກຊັ້ນໃນ	子宫
ເຈ້ຍຫຸ້ມມົດລູກຊັ້ນໃນ	子宫内膜
ເຈ້ຍຫຸ້ມມົດລູກຊັ້ນໃນ	子宫肌层
ເຈ້ຍຫຸ້ມມົດລູກຊັ້ນໃນ	子宫颈
ເຈ້ຍຫຸ້ມຫນ່ວຍຕາ	目镜
ເຈ້ຍຫຸ້ມຫນ່ວຍຕາ	眼睑
ເຈ້ຍຫຸ້ມຫນ່ວຍຕາ	眼睛
ເຈ້ຍຫຸ້ມຫນ່ວຍຕາ	瞬膜
ເຈ້ຍຫຸ້ມຫນ່ວຍຕາ	瞳孔
ເຈ້ຍຫຸ້ມຫນ່ວຍຕາ	结膜
ເຈ້ຍຫຸ້ມຫນ່ວຍຕາ	视网膜
ເຈ້ຍຫຸ້ມຫນ່ວຍຕາ	角膜
ເຈ້ຍຫຸ້ມເຄິ່ງຊຶມຜ່ານ	半透性膜
ເຈ້ຍຫຸ້ມເດັກໃນທ້ອງ	胎膜
ເຈ້ຍຫຸ້ມໂປຣຕີນທຽມ	人工蛋白膜
ເຈ້ຍຫຸ້ມໄທລາຄອຍ	类囊体
ເຈ້ຍຫຸ້ມໄທລາຄອຍ	类囊体膜
ເຈ້ຍແຂງ	纸板
ເຊຍຣາລີນອລ	右环十四酮酚
ເຊຍຣາລີນອລ	玉米赤霉醇
ເຊຍຣາລີນອລ	赤霉烯醇
ເຊນລູໂລສໄນເຕຣຕ	火棉胶
ເຊນລູໂລສໄນເຕຣຕ	硝化纤维
ເຊນລູໂລສໄນເຕຣຕ	硝酸纤维素
ເຊນລູໂລສໄນເຕຣຕ	绵火药
ເຊນລູໂລສໄນເຕຣຕ	赛璐珞
ເຊລໂລໄບເອຊ	纤维二糖酶
ເຊອຈຸລະໂລກຂອງພະຍາດອະຫິວາຫມູ	猪瘟疫病毒
ເຊອຈຸລະໂລກຂອງພະຍາດອະຫິວາຫມູ	猪瘟病毒
ເຊອຈຸລະໂລກຂອງພະຍາດອະຫິວາຫມູ	经典猪瘟病毒
ເຊອຈຸລະໂລກຂອງແມງໄມ້	多病毒
ເຊອຈຸລະໂລກຂອງແມງໄມ້	无脊椎动物病毒
ເຊອຈຸລະໂລກຂອງແມງໄມ້	昆虫病毒
ເຊອູນ	汉城
ເຊອູນ	首尔
ເຊອ້ອກເຊຍ	乔治亚
ເຊອ້ອກເຊຍ	格鲁吉亚
ເຊັກ	付帐离开处
ເຊັກ	支票
ເຊັກ	空白支票
ເຊັກ	结帐
ເຊັກກີ	捷克
ເຊັກກີ	捷克共和国
ເຊັກເງິນ	支票
ເຊັກເງິນ	检查
ເຊັດ	抹
ເຊັດ	擦
ເຊັດ	擦拭
ເຊັນອອກ	注销
ເຊັນອອກ	登出
ເຊັນເຂົ້າ	登入
ເຊັນເຂົ້າ	登录
ເຊັ່ນດຽວກັນ	一般
ເຊັ່ນດຽວກັນ	亦
ເຊັ່ນດຽວກັນ	同样
ເຊັ່ນດຽວກັນ	同样地
ເຊັ່ນດຽວກັນ	相似
ເຊັ່ນດຽວກັນ	类似
ເຊີນ	约请
ເຊີນ	请
ເຊີນ	邀请
ເຊີນປະຊຸມ	会议请求
ເຊີນປະຊຸມ	会议邀请
ເຊີຟເວີ	服务器
ເຊີຣາໄມດ	神经酰胺
ເຊີຣາໄມດ	类脂
ເຊີຣາໄມດ	脂类
ເຊີໂດຢູຣີດີນ	假尿苷
ເຊືອກ	线
ເຊືອກ	绳子
ເຊືອກ	绳索
ເຊືອກລ່າມສັດ	绳
ເຊືອຈຸລິນຊີທີ່ເຮັດໃຫ້ເກີດພະຍາດ	病原体
